Marca temporal,Ciudad , Colegio,Grado,Edad,Género ,Grupo_familiar,Zona_Vivienda,Grupo_Social,8  Empujando_intencional, 9. Halado_cabello_agredido,10 Agredido_con_golpes ,11 Dañado_objetos ,12. ¿Lanzan_objetos? ,13. ¿Insultos_ofensas?,14 ¿Víctima_chantaje?,15 ¿Avergonzado_público?,16 ¿Amenazas? ,17 ¿Víctima_bromas_pesadas?,18 ¿Frases excluyentes?,19 ¿Burlas_por_aspecto_físico_o_ condiciones_ particulares? ,20 ¿Mensajes_contenido_ofensivo_desagradable?,"21. ¿Insultos, groserías y palabras desagradables a través de redes sociales? ",22. ¿Ha recibido fotos y/o videos desagradables o incómodos sobre usted u otras personas a través de las redes sociales?,23. ¿Ha recibido chantaje o amenazas por fotos o videos incómodos donde usted aparezca?
9/15/2023 8:44:07,Tunja,INEM,10-3,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:45:30,Tunja,INEM,10-3,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:49:11,Tunja,INEM,10-3,Mayor a 17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:50:30,Tunja,INEM,10-3,De 14-17 años,Femenino,Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:51:49,Tunja,INEM,10-3,De 14-17 años,Femenino,Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:57:47,Tunja,INEM,10-3,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Rural,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:59:27,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:04:10,Tunja,INEM,10-3,De 14-17 años,Masculino,"Madre y Padre, Hermanos, Abuelos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:11:48,Tunja,INEM,10-3,Mayor a 17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca
9/15/2023 9:13:25,Tunja,INEM,10-3,Mayor a 17 años,Masculino,"Madre y Padre, Hermanos",Rural,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:15:35,Tunja,INEM,10-3,De 14-17 años,Masculino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:21:26,Tunja,INEM,10-3,De 14-17 años,Masculino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:22:35,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
9/15/2023 9:24:33,Tunja,INEM,10-3,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:26:03,Tunja,INEM,10-3,Mayor a 17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
9/15/2023 9:27:45,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:30:35,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Rural,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:33:18,Tunja,INEM,10-3,Mayor a 17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:34:27,Tunja,INEM,10-3,Mayor a 17 años,Masculino,Madre y Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:36:01,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:37:20,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre, Hermanos, Abuelos, tíos y primos ",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:38:26,Tunja,INEM,10-3,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:39:45,Tunja,INEM,10-3,De 14-17 años,Masculino,Madre y Padre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca
9/15/2023 9:41:25,Tunja,INEM,10-3,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Nunca,Nunca
9/15/2023 9:43:04,Tunja,INEM,10-3,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,5 o más veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Nunca,Nunca
9/15/2023 9:44:32,Tunja,INEM,10-3,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca
9/15/2023 9:46:03,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre, Hermanos, Abuelos, tios y primos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:47:08,Tunja,INEM,10-3,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:48:34,Tunja,INEM,10-3,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:50:08,Tunja,INEM,10-3,De 14-17 años,Masculino,Madre y Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:51:18,Tunja,INEM,10-3,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:52:38,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:53:46,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Una vez al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 9:55:04,Tunja,INEM,10-3,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 9:18:01,Tunja,INEM ,906,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 9:24:15,Tunja,INEM ,906,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 10:03:55,Tunja,INEM ,906,De 14-17 años,Femenino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:42:35,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:44:49,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Masculino,"Madre, Hermanos",Urbano,Ninguna,5 o más veces al mes,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Una vez al mes,Nunca
9/12/2023 10:46:38,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,otro,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Una vez al mes
9/12/2023 10:48:17,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Rural,Ninguna,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:49:54,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,5 o más veces al mes,5 o más veces al mes,Nunca,5 o más veces al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:51:01,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:52:48,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca
9/12/2023 10:54:34,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Femenino,"Padre, tíos y primos ",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Nunca
9/12/2023 10:56:08,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,5 o más veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,5 o más veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,5 o más veces al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:57:57,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,Madre,Urbano,Ninguna,Nunca,Una vez al mes,Nunca,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca
9/12/2023 10:59:47,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,"Madre, Abuelos, Tíos y primos ",Urbano,Ninguna,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:01:15,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:03:01,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,5 o más veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca
9/12/2023 11:04:53,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,"Madre, Abuelos, Tíos y primos",Urbano,Ninguna,5 o más veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,5 o más veces al mes,Nunca,Una vez al mes,Una vez al mes,5 o más veces al mes,5 o más veces al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:06:37,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,otro,Una vez al mes,Nunca,5 o más veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:07:53,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Comunidad indígena,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:09:11,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:16:49,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,Madre y Padre,Urbano,Ninguna,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Nunca
9/12/2023 11:19:11,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Comunidad indígena,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:21:39,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,Madre y Padre,Urbano,Ninguna,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:23:32,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Masculino,Madre,Urbano,Ninguna,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
9/12/2023 11:30:18,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:40:35,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:43:11,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:44:25,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Comunidad indígena,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 11:45:43,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca
9/12/2023 11:47:12,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 14:13:15,Tunja,IT Gonzalo Suárez R.,7-02,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Una vez al mes,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
9/12/2023 14:16:40,Tunja,IT Gonzalo Suárez R.,7-02,De 14-17 años,Masculino,"Madre, Abuelos, Tíos y Primos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,5 o más veces al mes,Una vez al mes,Nunca
9/12/2023 14:23:05,Tunja,IT Gonzalo Suárez R.,Quinto ,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 14:28:23,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Rural,Ninguna,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 15:02:21,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 15:05:06,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 15:06:55,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 15:19:06,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Femenino,Madre y Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 15:21:11,Tunja,IT Gonzalo Suárez R.,Quinto ,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 15:29:04,Tunja,IT Gonzalo Suárez R.,Quinto ,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Comunidad afrodescendiente,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 15:33:09,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
9/12/2023 15:34:37,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 15:36:11,Tunja,IT Gonzalo Suárez R.,Quinto ,De 11-13 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
9/12/2023 16:12:06,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 17:00:43,Tunja,IT Gonzalo Suárez R.,Quinto ,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 17:32:42,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 17:35:32,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,Madre y Padre,Urbano,otro,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 17:37:19,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
